time_ms,x,y,z,speed_kmh,speed_ms,vx,vy,vz,yaw,pitch,roll,qx,qy,qz,qw,gear,rpm_raw,steer,gas,brake,side_speed,is_turbo,is_ground_contact,turbo_time,fl_dampen,fr_dampen,rr_dampen,rl_dampen,wetness
3380,1571.49,10.0543,887.801,288.732,80.2035,-24.0724,-0.0473814,76.5057,-0.308054,0.00821607,0.0483848,-0.000347155,-0.153471,-0.0245327,0.987849,,,1,1,0,,,,,,,,,0
3390,1571.25,10.0552,888.565,288.945,80.2624,-24.7135,-0.0811716,76.3628,-0.316316,0.00759274,0.0502187,0.000206346,-0.157543,-0.0253902,0.987186,,,1,1,0,,,,,,,,,0
3400,1571,10.0558,889.329,289.157,80.3213,-25.3596,-0.114281,76.2128,-0.324646,0.00682532,0.0519246,0.000828538,-0.161643,-0.0261687,0.986502,,,1,1,0,,,,,,,,,0
3410,1570.75,10.0561,890.09,289.369,80.3803,-26.0103,-0.146164,76.0555,-0.333039,0.00593003,0.0534898,0.00150942,-0.165769,-0.0268625,0.985797,,,1,1,0,,,,,,,,,0
3420,1570.49,10.0561,890.85,289.582,80.4395,-26.6651,-0.17637,75.8911,-0.341491,0.00492423,0.0549026,0.00223839,-0.169919,-0.0274665,0.985073,,,1,1,0,,,,,,,,,0
3430,1570.22,10.0559,891.609,289.796,80.4988,-27.3235,-0.204507,75.7195,-0.349997,0.00382634,0.0561526,0.00300437,-0.174091,-0.0279766,0.984328,,,1,1,0,,,,,,,,,0
3440,1569.95,10.0555,892.365,290.009,80.5581,-27.9851,-0.170088,75.5408,-0.358551,0.00269905,0.0571697,0.00376908,-0.178282,-0.0283633,0.983563,,,1,1,0,,,,,,,,,0
3450,1569.67,10.0548,893.12,290.224,80.6177,-28.6498,-0.141083,75.355,-0.367149,0.00182722,0.0576313,0.00436153,-0.182495,-0.0284942,0.982784,,,1,1,0,,,,,,,,,0
3460,1569.38,10.0541,893.874,290.438,80.6773,-29.3167,-0.132782,75.1621,-0.375786,0.00117931,0.0576947,0.0048086,-0.186728,-0.0284458,0.981988,,,1,1,0,,,,,,,,,0
3470,1569.09,10.0533,894.625,290.654,80.7371,-29.9856,-0.134655,74.9622,-0.384459,0.000704703,0.0574785,0.00514409,-0.190979,-0.0282733,0.981173,,,1,1,0,,,,,,,,,0
